frame_idx,time_sec,ear
0,0.0,0.274604832474396
1,0.059048857849556234,0.25181361160757115
2,0.11809771569911247,0.2644768183908136
3,0.17714657354866872,0.26862076623020326
4,0.23619543139822494,0.2715183394895626
5,0.2952442892477812,0.2642323725994661
6,0.35429314709733745,0.17536817478366817
7,0.41334200494689366,0.1997967716348305
8,0.4723908627964499,0.26014102621432644
9,0.5314397206460061,0.2747387657259447
10,0.5904885784955624,0.2835086342854011
11,0.6495374363451186,0.28624530404090964
12,0.7085862941946749,0.2928337340473858
13,0.767635152044231,0.2980840148778432
14,0.8266840098937873,0.30166380771025997
15,0.8857328677433436,0.299700935471392
16,0.9447817255928997,0.3075697304428945
17,1.0038305834424561,0.3091757690685172
18,1.0628794412920122,0.3110177343953892
19,1.1219282991415684,0.3027846102871474
20,1.1809771569911247,0.3050940755123045
21,1.240026014840681,0.31310453386569914
22,1.2990748726902372,0.30513538661694517
23,1.3581237305397935,0.30379364393820607
24,1.4171725883893498,0.31034936971983396
25,1.4762214462389058,0.31266142613884707
26,1.535270304088462,0.30325499514682575
27,1.5943191619380184,0.3112741449643303
28,1.6533680197875746,0.30918857190803
29,1.712416877637131,0.31176566290282404
30,1.7714657354866872,0.3076975651356743
31,1.8305145933362434,0.3106405169011344
32,1.8895634511857995,0.3064552706139299
33,1.9486123090353558,0.3103909202200735
34,2.0076611668849123,0.3113427620153968
35,2.0667100247344683,0.3075498756591851
36,2.1257588825840243,0.3072905961477167
37,2.184807740433581,0.3059068742871189
38,2.243856598283137,0.3090092066336175
39,2.3029054561326934,0.30746310321079223
40,2.3619543139822494,0.3093440476834159
41,2.421003171831806,0.29956936348805285
42,2.480052029681362,0.20655478121422613
43,2.539100887530918,0.22416354584206022
44,2.5981497453804745,0.25651752575602293
45,2.6571986032300305,0.2719944565349356
46,2.716247461079587,0.28075381121448945
47,2.775296318929143,0.28937800055758756
48,2.8343451767786996,0.2919244427071097
49,2.8933940346282556,0.3011251357689948
50,2.9524428924778117,0.30141811130333673
51,3.011491750327368,0.30532011828553857
52,3.070540608176924,0.3067023549915988
53,3.1295894660264807,0.3089742232034558
54,3.1886383238760367,0.30799438174398996
55,3.2476871817255932,0.3040046608116804
56,3.3067360395751493,0.2613319419914225
57,3.3657848974247053,0.14270441811928058
58,3.424833755274262,0.2204780100906507
59,3.483882613123818,0.2556744678022873
60,3.5429314709733744,0.28816748878499876
61,3.6019803288229304,0.2979013256251901
62,3.661029186672487,0.2931702012382401
63,3.720078044522043,0.30001765214554665
64,3.779126902371599,0.3099291536001233
65,3.8381757602211555,0.30195756186125944
66,3.8972246180707115,0.31147642024170397
67,3.956273475920268,0.3076437229765744
68,4.0153223337698245,0.30735545388432994
69,4.07437119161938,0.3114570382390105
70,4.133420049468937,0.30915351877463304
71,4.192468907318493,0.31283518645449354
